Critical Dates,before,after,scores,First day price,Last day price,Actual Difference,Same_Polarity
2021-06-25,2021-06-20,2021-06-30,-334.24341830000003,331.09,352.165,21.075000000000045,False
2021-09-28,2021-09-23,2021-10-03,6761.425907900001,345.355,341.61,-3.745000000000005,False
2022-02-04,2022-01-30,2022-02-09,4737.8998349,300.68,224.2,-76.48000000000002,False
