Critical Dates,before,after,scores,First day price,Last day price,Actual Difference,Same_Polarity
2022-01-13,2022-01-08,2022-01-18,1207.5207747,160.5855,159.105,-1.4805000000000064,False
2022-04-26,2022-04-21,2022-05-01,281030.18518190004,154.714,129.849,-24.86500000000001,False
2022-10-31,2022-10-26,2022-11-05,359311.92385390005,116.0,91.49,-24.510000000000005,False
