Critical Dates,before,after,scores,First day price,Last day price,Actual Difference,Same_Polarity
2021-08-30,2021-08-25,2021-09-04,2563.4602047,235.6767,244.0831,8.40639999999999,True
2021-10-26,2021-10-21,2021-10-31,8053.106751000001,285.3333,360.62,75.2867,True
2022-01-21,2022-01-16,2022-01-26,1201.8609841999998,342.2017,317.4767,-24.725000000000023,False
2022-05-10,2022-05-05,2022-05-15,-1989.9759142000007,313.07,257.8267,-55.24329999999998,True
2022-07-22,2022-07-17,2022-07-27,14682.866498200005,244.9367,263.81,18.8733,True
2022-10-03,2022-09-28,2022-10-08,886.7844096000001,283.08,233.935,-49.14499999999998,False
2022-12-13,2022-12-08,2022-12-18,6705.660165400001,172.2,159.635,-12.564999999999998,False
2023-01-27,2023-01-22,2023-02-01,10266.5771541,135.87,173.89,38.01999999999998,True
